id,district,name,category,address,tel,latitude,longitude,city,district,detail
175,內湖區,Miss Energy 能量小姐 台北內科 直營門,市 盒餐,臺北市內湖區內湖路㇐段443號,02-27988067,25.081306,121.57228,台北市,內湖區,內湖路一段443
176,內湖區,少點鹽健康餐盒專賣內湖店,盒餐,臺北市內湖區民權東路六段56巷35號,0965-371735,25.067256,121.585987,台北市,內湖區,民權東路六段56巷35
177,內湖區,卡洛貍健康餐盒_內湖行善店,盒餐,臺北市內湖區行善路60號1樓,02-87928852,25.056274,121.575853,台北市,內湖區,行善路25巷1弄1
178,內湖區,法薾莉餐廳 Farelie restaurant,盒餐,臺北市內湖區金龍路103號,02-27952934,25.085619,121.591197,台北市,內湖區,金龍路103
179,內湖區,"昇堂 x 低GI健康餐盒 外帶外送專
門店-內湖店",盒餐,臺北市內湖區新明路71號一樓,0918-930824,25.060171,121.590961,台北市,內湖區,新明路71
180,內湖區,卡洛貍健康餐盒_內湖瑞光店,盒餐,臺北市內湖區瑞光路311號,02-87971257,25.0760772,121.5756403,台北市,內湖區,瑞光路311
181,內湖區,富禾康-無油炸餐盒(內湖總店)外送｜活,動餐盒 盒餐,"臺北市內湖區民權東路六段90巷16
弄3號",02-2793-9789,25.067845,121.585304,台北市,內湖區,民權東路六段90巷16弄3
182,內湖區,LEAVES Cafe 午葉內湖旗艦店,餐廳,臺北市內湖區內湖區瑞光路168號1樓,02 26590112,25.069082,121.584236,台北市,內湖區,瑞光路1
183,內湖區,貓咪奶奶 蔬食健康餐,餐廳,臺北市內湖區新明路219巷1弄9號1號,02 27955690,25.058129,121.588214,台北市,內湖區,新明路219巷1弄9
184,內湖區,陽光健康蔬食,自助餐,臺北市內湖區港墘路171號,02 87518558,25.0763361,121.5752694,台北市,內湖區,港墘路171
185,內湖區,"文湖21雞湯麵-清爽有滋家常味｜
內湖美食.737巷小吃.港墘站麵店",其他:麵店,臺北市內湖區麗山街68巷5號,02 27718881,25.082156,121.579307,台北市,內湖區,麗山街68巷5
186,內湖區,萌兔咖啡cafe&brunch,咖啡廳,臺北市內湖區金龍路187號,02-27951516,25.087071,121.588311,台北市,內湖區,金龍路187
187,內湖區,墨花月白日式精緻健康廚房,盒餐,"臺北市內湖區內湖區成功路四段20
巷29號",02 27955507,25.081833,121.591142,台北市,內湖區,成功路四段20巷29
188,內湖區,享蒔健康餐盒內科店,盒餐,"臺北市內湖區內湖路一段411巷12-
2號",0919-479985,25.082824,121.571169,台北市,內湖區,內湖路一段411巷12-2
189,內湖區,萃茶風健康餐盒內湖港墘店-內湖健康餐,盒|水煮餐盒盒餐|商務便當|,臺北市內湖區港墘路127巷10號 ,02 87511877,25.07788,121.576957,台北市,內湖區,港墘路127巷10號 
190,南港區,祥益素食館,自助餐,臺北市南港區成福路22號,02-27832384,25.042834,121.588139,台北市,南港區,成福路121巷22弄22
191,南港區,糧好料理所 | LiangHao Lab,盒餐,臺北市南港區東新街88號,02-27889286,25.0463285,121.5873096,台北市,南港區,東新街88
192,南港區,天百味素食坊,盒餐,臺北市南港區東興街80巷5號,02-27880738,25.045996,121.58721,台北市,南港區,東新街80巷5
193,南港區,Subway忠孝院區店,餐廳,臺北市南港區同德路79號,02-27855611,25.0459852,121.5853144,台北市,南港區,同德路79
194,南港區,TG 蔬坊 The Greenery 南港環球店,自助餐,臺北市南港區忠孝東路七段371號,0906-511811,25.052555,121.607484,台北市,南港區,忠孝東路七段371號
195,南港區,瑪克盃全豆漿,其他:全食物豆漿店,臺北市南港區東新街80巷5-1號,02-27832835,25.04599,121.587172,台北市,南港區,東新街80巷5-1
196,南港區,麥詩專業烘焙坊,烘培業者,臺北市南港區同德路32號,02-27861113,25.045136,121.584224,台北市,南港區,同德路32
197,南港區,典唐烘焙工坊,烘培業者,臺北市南港區同德路35號,02-27822115,25.045433,121.584242,台北市,南港區,同德路35
198,南港區,豪翔精緻燒臘,盒餐,臺北市南港區昆陽街5號,02-26512679,25.053777,121.592584,台北市,南港區,昆陽街5
199,南港區,少點鹽健康餐盒專賣南港店,盒餐,臺北市南港區南港路二段298號,02-27850368,25.054604,121.595669,台北市,南港區,南港路二段298
200,南港區,晴天輕食沙拉,盒餐,臺北市南港區南港路三段16號,0953-680412,25.0551415,121.5923566,台北市,南港區,南港路三段16巷16
201,南港區,"Miss Energy 能量小姐-南港直營
門市",盒餐,臺北市南港區園區街14巷2號,02-26511680,25.059247,121.613344,台北市,南港區,園區街14巷2
202,南港區,強尼兄弟健康廚房南港店,盒餐,臺北市南港區園區街16號,02-27217661,25.059099,121.613305,台北市,南港區,園區街16
203,南港區,卡洛貍健康餐盒南港店,盒餐,臺北市南港區新民街59號,02-27832083,25.055707,121.611725,台北市,南港區,新民街59
204,南港區,享蒔健康餐盒南港店,盒餐,臺北市南港區興中路28巷25號,0919-195998,25.055583,121.60636,台北市,南港區,興中路28巷25
205,南港區,好味餐食HaoWay,盒餐,臺北市南港區舊莊街一段25號,0901-308691,25.0416787,121.6179678,台北市,南港區,舊莊街一段25
206,北投區,全國健康素食石牌裕民店,自助餐,臺北市北投區裕民一路25號,02-28280095,25.11674,121.517065,台北市,北投區,裕民一路25
207,北投區,新天母素食館,自助餐,臺北市北投區石牌路二段99巷47號,02-28235470,25.11816,121.51672,台北市,北投區,石牌路二段99巷47
208,北投區,老公老婆餐盒,盒餐,臺北市北投區中央北路二段157號1樓,02-28922012,25.138779,121.489658,台北市,北投區,中央北路二段320巷1弄1
209,北投區,萃茶風 健康餐盒,盒餐,臺北市北投區知行路266號,0958-734345,25.1224434,121.4683707,台北市,北投區,知行路316巷
210,北投區,"LANO食堂x 健康蔬肥餐盒｜
健康餐盒｜義大利麵｜輕食沙拉｜會議
餐盒｜夏威夷波奇碗｜薑黃咖喱飯",盒餐,臺北市北投區振華街14號,0987-523579,25.115694,121.519409,台北市,北投區,振華街14
211,北投區,汆食堂水煮料理健康餐盒,盒餐,臺北市北投區振華街32號,02-28230071,25.1158668,121.518449,台北市,北投區,振華街32
212,北投區,食光機奇岩店,盒餐,臺北市北投區崇仁路一段80號1樓,02-28958820,25.125901,121.501355,台北市,北投區,崇仁路一段80巷1
213,北投區,"viebox法式私廚餐盒-北投商務便當
|午餐首選|會議餐盒|高級餐盒|精緻餐
盒|平價午餐|必吃便當|健康餐盒",盒餐,臺北市北投區溫泉路24-2號,0958-449953,25.133735,121.503206,台北市,北投區,溫泉路24-2
214,北投區,來喫低卡健康餐盒（北投店）,盒餐,臺北市北投區實踐街48巷17號,02-28288098,25.114314,121.50946,台北市,北投區,實踐街48巷17
215,士林區,士林健康素食店,自助餐,臺北市士林區中正路281號,02-28815876,25.094759,121.524221,台北市,士林區,中正路281
216,士林區,陽明素食館,自助餐,臺北市士林區忠義街52號,02-28328189,25.105651,121.530813,台北市,士林區,忠義街52
217,士林區,統美台式自助餐,自助餐,臺北市士林區德行東路233-1號,02-28371881,25.109652,121.533661,台北市,士林區,德行東路233-1
218,士林區,R．U COFFEE,咖啡廳,臺北市士林區德行東路90巷11號,02-28322231,25.107038,121.528016,台北市,士林區,德行東路90巷11
219,士林區,慶祝 celebrate baking 烘焙,烘培業者,臺北市士林區福國路5號7號,02-28326308,25.102454,121.521868,台北市,士林區,福國路100-5
220,士林區,全統西點麵包 德行西路店,烘培業者,臺北市士林區德行西路70號,02-28323699,25.104928,121.522561,台北市,士林區,德行西路70
221,士林區,"小聚人x涮涮鍋｜在地特色火鍋｜
士林美味火鍋｜罕病病友夢想園地｜愛
心待用餐",其他:火鍋店,臺北市士林區文林路527號1樓,02-88663616,25.095526,121.52482,台北市,士林區,文林路452-1
222,士林區,老倉庫,其他:簡餐店,臺北市士林區福華路146號,02-28336908,25.103353,121.522785,台北市,士林區,福華路146
223,士林區,PRESERVE 天母,咖啡廳,臺北市士林區天母東路43巷3號,02-28766399,25.118461,121.532254,台北市,士林區,天母東路43巷3
224,士林區,Dreamers Coffee 忠誠公園店,咖啡廳,臺北市士林區忠誠路一段40號,02-28385568,25.104524,121.52655,台北市,士林區,忠誠路一段40
225,士林區,Bigtom陽明店,咖啡廳,臺北市士林區雨聲街105號,02-28330918,25.105194,121.531566,台北市,士林區,雨聲街105
226,士林區,Bean Gang 黑豆幫,咖啡廳,臺北市士林區雨聲街63號,0937-078589,25.103186,121.528441,台北市,士林區,雨聲街63
227,士林區,呼吸之間 bistro,咖啡廳,臺北市士林區福德路48巷6號,0912-132980,25.092531,121.523229,台北市,士林區,福德路48巷6
228,士林區,第二人生咖啡館士林店,咖啡廳,臺北市士林區美德街74號,02-28315919,25.095764,121.525093,台北市,士林區,美德街74
229,士林區,"關於烘焙 吐司研究所-臺北吐司
士林吐司 天母烘培 天母麵包店 芝山麵
包店 芝山生吐司",烘培業者,臺北市士林區德行東路182號,02-28320624,25.10849,121.530877,台北市,士林區,德行東路182
230,士林區,福田精緻自助餐,盒餐,臺北市士林區中山北路六段161號,02-28350968,25.106992,121.524814,台北市,士林區,中山北路六段161
231,士林區,阿里山畚箕湖鐵路便當,盒餐,臺北市士林區文林路507號,02-28360258,25.096671,121.524063,台北市,士林區,文林路507
232,士林區,塘記便當,盒餐,臺北市士林區忠誠路二段140巷4號,02-28710493,25.114667,121.532253,台北市,士林區,忠誠路二段140巷4
233,士林區,食光機芝山店,盒餐,臺北市士林區福華路166巷5號,02-28321111,25.104663,121.522688,台北市,士林區,福華路166巷5
234,士林區,楽坡BonBox - 臺北天母芝山店,盒餐,臺北市士林區德行東路19號,0983-393058,25.106909,121.5258,台北市,士林區,德行東路19
